calibration_pair_id,experiment,assessment_id,student_id,human_observation_id,generated_observation_id,human_text,generated_text,human_feedback_type,generated_feedback_type,human_scope,generated_scope,human_part_ids,generated_part_ids,human_task_ids,generated_task_ids,human_requirement_ids,generated_requirement_ids,scope_alignment,feedback_type_compatibility,requirement_alignment,semantic_similarity,manual_label,annotation_notes,pair_key,similarity_band
cal_0181,B,assessment_2,student_6,obs_s6_a2_009,b_obs_012,The comments are clear and technically accurate.,The report does not exceed the specified word limit of 750 words.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R12,unknown,compatible,not_assessable,0.215673953294754,,,assessment_2|student_6|B|obs_s6_a2_009|b_obs_012,low_medium
cal_0182,B,assessment_2,student_6,obs_s6_a2_009,b_obs_004,The comments are clear and technically accurate.,"Your submitted work correctly models property characteristics where appropriate, as evidenced by the detailed ontology report section that explains the rationale for this modelling.",strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R4,unknown,compatible,not_assessable,0.1752542555332183,,,assessment_2|student_6|B|obs_s6_a2_009|b_obs_004,very_low
cal_0183,B,assessment_2,student_6,obs_s6_a2_004,b_obs_003,The report narrative is concise while remaining comprehensive.,The ontology contains at least five meaningful object properties.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R7|P1-R8,P1-R3,exact,compatible,no_overlap,0.1547024250030517,,,assessment_2|student_6|B|obs_s6_a2_004|b_obs_003,very_low
cal_0184,B,assessment_2,student_6,obs_s6_a2_010,b_obs_009,"The comments demonstrate excellent understanding of the real-world and cultural context behind the sandwich rules, supported by specific Wikipedia references and plausible food examples.",The report justifies the chosen class and property hierarchies.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R9,unknown,compatible,not_assessable,0.1412709653377533,,,assessment_2|student_6|B|obs_s6_a2_010|b_obs_009,very_low
cal_0185,B,assessment_2,student_6,obs_s6_a2_009,b_obs_003,The comments are clear and technically accurate.,The ontology contains at least five meaningful object properties.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R3,unknown,compatible,not_assessable,0.1320311278104782,,,assessment_2|student_6|B|obs_s6_a2_009|b_obs_003,very_low
cal_0186,B,assessment_2,student_6,obs_s6_a2_010,b_obs_001,"The comments demonstrate excellent understanding of the real-world and cultural context behind the sandwich rules, supported by specific Wikipedia references and plausible food examples.",The ontology contains at least ten relevant classes.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R1,unknown,compatible,not_assessable,0.1280929148197174,,,assessment_2|student_6|B|obs_s6_a2_010|b_obs_001,very_low
cal_0187,B,assessment_2,student_6,obs_s6_a2_009,b_obs_034,The comments are clear and technically accurate.,The modal operators correctly express the intended spatial constraint according to the submitted formula.,strength,strength,task_group,task,,part_2_prolog_modal_logic,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,part_2_task_4,,P2-T4-R4,human_broader,compatible,not_assessable,0.1025258153676986,,,assessment_2|student_6|B|obs_s6_a2_009|b_obs_034,very_low
cal_0188,B,assessment_2,student_6,obs_s6_a2_010,b_obs_012,"The comments demonstrate excellent understanding of the real-world and cultural context behind the sandwich rules, supported by specific Wikipedia references and plausible food examples.",The report does not exceed the specified word limit of 750 words.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R12,unknown,compatible,not_assessable,0.0928900763392448,,,assessment_2|student_6|B|obs_s6_a2_010|b_obs_012,very_low
cal_0189,B,assessment_2,student_6,obs_s6_a2_002,b_obs_012,"The ontology contains a six-property hierarchy, including inverse functional and symmetric property declarations that are applied appropriately.",The report does not exceed the specified word limit of 750 words.,strength,strength,part,part,part_1_ontology,part_1_ontology,,,P1-R3|P1-R4,P1-R12,exact,compatible,no_overlap,0.0620072335004806,,,assessment_2|student_6|B|obs_s6_a2_002|b_obs_012,very_low
cal_0190,B,assessment_2,student_6,obs_s6_a2_010,b_obs_007,"The comments demonstrate excellent understanding of the real-world and cultural context behind the sandwich rules, supported by specific Wikipedia references and plausible food examples.",The report accurately describes the submitted ontology.,strength,strength,task_group,part,,part_1_ontology,part_2_task_1|part_2_task_2|part_2_task_3|part_2_task_4|part_2_task_5,,,P1-R7,unknown,compatible,not_assessable,0.0595442354679107,,,assessment_2|student_6|B|obs_s6_a2_010|b_obs_007,very_low
cal_0191,C,assessment_2,student_6,obs_s6_a2_002,obs_003,"The ontology contains a six-property hierarchy, including inverse functional and symmetric property declarations that are applied appropriately.","Your ontology includes six object properties, which meets the requirement of having at least five meaningful object and/or data properties.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R3|P1-R4,P1-R3,human_broader,compatible,overlap,0.726772665977478,,,assessment_2|student_6|C|obs_s6_a2_002|obs_003,high
cal_0192,C,assessment_2,student_6,obs_s6_a2_002,obs_004,"The ontology contains a six-property hierarchy, including inverse functional and symmetric property declarations that are applied appropriately.","The student has correctly modelled six object properties in the OWL ontology, each with appropriate labels and structured data. The properties are relevant to the sandwich domain and correctly represent property domains, ranges, hierarchies, and characteristics.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R3|P1-R4,P1-R4,human_broader,compatible,overlap,0.6965295076370239,,,assessment_2|student_6|C|obs_s6_a2_002|obs_004,high
cal_0193,C,assessment_2,student_6,obs_s6_a2_003,obs_005,"The axiom defining the open, toasted and double-decker variants uses number restrictions and is traceable to cited source text.","Your submission includes two axioms that use number restrictions. These axioms correctly model the domain by defining relationships between the Sandwich and its components. However, the axioms use 'object_some_values_from' which is a form of number restriction, but it may be more appropriate to use 'some_values_from' for this purpose.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R5|P1-R10,P1-R5,human_broader,compatible,overlap,0.5557089447975159,,,assessment_2|student_6|C|obs_s6_a2_003|obs_005,boundary_high
cal_0194,C,assessment_2,student_6,obs_s6_a2_006,obs_011,The critical discussion could also evaluate whether Wikipedia is a reliable source for ontology development.,"The report includes a section that discusses the rationale behind class and property choices, but it is incomplete and lacks a clear critical discussion of the ontology's strengths and limitations. The content is cut off mid-sentence, which may affect the assessment of the requirement.",suggestion,suggestion,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R11,P1-R11,human_broader,compatible,exact,0.4358117878437042,,,assessment_2|student_6|C|obs_s6_a2_006|obs_011,boundary_low
cal_0195,C,assessment_2,student_6,obs_s6_a2_005,obs_011,The critical reflection could be strengthened by briefly discussing scalability trade-offs.,"The report includes a section that discusses the rationale behind class and property choices, but it is incomplete and lacks a clear critical discussion of the ontology's strengths and limitations. The content is cut off mid-sentence, which may affect the assessment of the requirement.",suggestion,suggestion,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R11,P1-R11,human_broader,compatible,exact,0.3584186136722564,,,assessment_2|student_6|C|obs_s6_a2_005|obs_011,boundary_low
cal_0196,C,assessment_2,student_6,obs_s6_a2_004,obs_008,The report narrative is concise while remaining comprehensive.,"The report clearly explains the purpose and scope of the ontology, including the rationale behind class and property choices and the strengths and limitations of the ontology design.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R7|P1-R8,P1-R8,human_broader,compatible,overlap,0.3098112940788269,,,assessment_2|student_6|C|obs_s6_a2_004|obs_008,low_medium
cal_0197,D,assessment_2,student_6,obs_s6_a2_002,obs_003,"The ontology contains a six-property hierarchy, including inverse functional and symmetric property declarations that are applied appropriately.","Your ontology includes six object properties, which meets the requirement of having at least five meaningful object and/or data properties.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R3|P1-R4,P1-R3,human_broader,compatible,overlap,0.726772665977478,,,assessment_2|student_6|D|obs_s6_a2_002|obs_003,high
cal_0198,D,assessment_2,student_6,obs_s6_a2_002,obs_004,"The ontology contains a six-property hierarchy, including inverse functional and symmetric property declarations that are applied appropriately.","The student has correctly modelled six object properties in the OWL ontology, each with appropriate labels and structured data. The properties are relevant to the sandwich domain and correctly represent property domains, ranges, hierarchies, and characteristics.",strength,strength,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R3|P1-R4,P1-R4,human_broader,compatible,overlap,0.6965295076370239,,,assessment_2|student_6|D|obs_s6_a2_002|obs_004,high
cal_0199,D,assessment_2,student_6,obs_s6_a2_006,obs_011,The critical discussion could also evaluate whether Wikipedia is a reliable source for ontology development.,"The report includes a section that discusses the rationale behind class and property choices, but it is incomplete and lacks a clear critical discussion of the ontology's strengths and limitations. The content is cut off mid-sentence, which may affect the assessment of the requirement.",suggestion,suggestion,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R11,P1-R11,human_broader,compatible,exact,0.4358117878437042,,,assessment_2|student_6|D|obs_s6_a2_006|obs_011,boundary_low
cal_0200,D,assessment_2,student_6,obs_s6_a2_005,obs_011,The critical reflection could be strengthened by briefly discussing scalability trade-offs.,"The report includes a section that discusses the rationale behind class and property choices, but it is incomplete and lacks a clear critical discussion of the ontology's strengths and limitations. The content is cut off mid-sentence, which may affect the assessment of the requirement.",suggestion,suggestion,part,task,part_1_ontology,part_1_ontology,,part_1_ontology,P1-R11,P1-R11,human_broader,compatible,exact,0.3584186136722564,,,assessment_2|student_6|D|obs_s6_a2_005|obs_011,boundary_low
